2127.63943 12.876 0.004
2130.63876 13.367 0.004
2133.65626 13.203 0.004
2137.61011 13.438 0.004
2142.59382 12.930 0.004
2169.63924 13.447 0.004
2190.55585 13.527 0.004
2216.51809 13.275 0.004
2357.90083 12.844 0.004
2365.87632 13.305 0.004
2377.82695 13.145 0.004
2384.91019 13.342 0.004
2389.79030 13.385 0.004
2391.73220 13.150 0.004
2406.79544 13.323 0.004
2415.93685 13.340 0.004
2417.91524 13.138 0.004
2425.92598 13.158 0.004
2431.83082 13.210 0.004
2433.79450 12.800 0.004
2435.90089 13.067 0.004
2437.93251 13.466 0.004
2439.92977 13.310 0.004
2441.86661 12.993 0.004
2445.77442 13.286 0.004
2448.84212 12.996 0.004
2454.54287 13.550 0.004
2460.64606 13.145 0.004
2463.68685 13.072 0.004
2467.65140 13.226 0.004
2469.69289 13.036 0.004
2471.60227 13.488 0.004
2473.67110 13.430 0.004
2482.57295 13.169 0.004
2488.64273 13.370 0.004
2491.61936 13.088 0.004
2494.56371 13.447 0.004
2496.62369 13.363 0.004
2498.66719 13.305 0.004
2500.68993 13.040 0.004
2502.70745 12.817 0.004
2510.60530 13.409 0.004
2516.65823 12.947 0.004
2519.64158 13.414 0.004
2524.66933 12.873 0.004
2529.59682 13.167 0.004
2538.64204 13.106 0.004
2543.53799 13.226 0.004
2548.59396 13.554 0.004
2561.60024 13.066 0.004
2564.59397 13.476 0.004
2565.57918 13.367 0.004
2579.52706 13.443 0.004
2710.83004 13.286 0.004
2721.84366 12.884 0.004
2730.87082 13.162 0.004
2735.84654 13.149 0.004
2747.82848 13.446 0.004
2754.83912 13.468 0.004
2757.92299 13.377 0.004
2768.80330 13.197 0.004
2776.68144 13.458 0.004
2784.68499 13.389 0.004
2787.77666 13.265 0.004
2790.62988 13.448 0.004
2795.75768 13.205 0.004
2797.74010 12.936 0.004
2809.86816 13.441 0.004
2810.91145 13.374 0.004
2811.78390 13.223 0.004
2814.86319 13.007 0.004
2816.76964 13.382 0.004
2817.88096 13.475 0.004
2818.87830 13.368 0.004
2821.84481 13.023 0.004
2830.75599 13.580 0.004
2835.77815 13.161 0.004
2837.78509 12.847 0.004
2838.77789 13.486 0.004
2840.79903 13.371 0.004
2843.79380 13.124 0.004
2845.78049 12.844 0.004
2854.69688 13.466 0.004
2857.58939 12.849 0.004
2863.53642 13.083 0.004
2866.59337 13.220 0.004
2868.68799 13.511 0.004
2872.55024 12.922 0.004
2878.60419 13.272 0.004
2884.57441 13.386 0.004
2892.63685 13.367 0.004
2895.56938 13.015 0.004
2900.59847 13.370 0.004
2911.62589 13.075 0.004
2928.59022 13.158 0.004
