# ID	Field	StarID	I	V	P_1	dP_1	A_1
 00001	 366.6	56455	15.545	16.817	0.7325876	0.0000024	0.438
 00002	 366.8	59262	15.843	16.799	0.3015338	0.0000007	0.286
 00003	 366.6	56524	16.373	17.536	0.5154653	0.0000008	0.667
 00004	 366.7	31697	15.933	17.123	0.6517067	0.0000048	0.278
 00005	 366.6	59764	15.279	16.554	0.5655378	0.0000080	0.666
 00006	 366.5	6718	15.790	17.036	0.4788769	0.0000004	0.766
 00007	 366.8	70060	15.252	16.149	0.2612918	0.0000005	0.181
 00008	 366.5	65886	15.407	16.687	0.5349328	0.0000014	0.600
 00009	 366.6	73518	15.709	16.892	0.6041632	0.0000008	0.759
 00010	 366.7	99755	15.549	16.745	0.6338724	0.0000019	0.315
 00011	 366.7	77741	15.869	16.940	0.4419688	0.0000058	0.274
 00012	 366.8	110429	15.319	16.334	0.2541893	0.0000006	0.204
 00013	 366.4	23	15.232	-99.99	0.2554772	0.0000010	0.218
 00014	 366.2	60139	16.370	17.559	0.3984769	0.0000010	0.545
 00015	 366.1	33453	15.469	16.493	0.3176068	0.0000004	0.236
 00016	 366.4	65766	16.042	17.242	0.5462627	0.0000016	0.604
 00017	 366.3	3466	15.569	16.515	0.2956094	0.0000004	0.312
 00018	 366.1	95433	15.678	16.623	0.2759305	0.0000010	0.287
 00019	 366.1	95416	15.123	16.245	0.5242882	0.0000055	0.452
 00020	 366.4	73648	15.695	16.901	0.6175062	0.0000018	0.260
 00021	 366.3	101171	15.963	17.134	0.4896833	0.0000018	0.387
 00022	 366.3	10943	15.957	16.933	0.2384120	0.0000004	0.241
 00023	 366.3	101210	15.714	16.669	0.3589775	0.0000011	0.237
 00024	 366.2	103452	15.578	16.589	0.3331280	0.0000011	0.283
 00025	 366.4	77542	15.770	16.918	0.5498323	0.0000007	0.632
 00026	 366.1	14870	16.179	17.389	0.3219469	0.0000008	0.253
 00027	 366.4	23083	15.743	16.868	0.4783140	0.0000005	0.795
 00028	 366.1	51886	16.423	17.776	0.2825768	0.0000007	0.295
 00029	 366.4	26993	15.611	16.662	0.5909070	0.0000086	0.612
 00030	 366.3	26459	15.364	16.661	0.5756823	0.0000014	0.466
 00031	 365.8	30316	16.312	-99.99	0.5599751	0.0000097	0.604
 00032	 365.7	58733	15.573	16.801	0.3255221	0.0000010	0.251
 00033	 365.5	92412	14.693	15.738	0.3204363	0.0000008	0.251
 00034	 365.7	29242	15.667	16.834	0.5285796	0.0000021	0.552
 00035	 365.5	3401	15.707	16.769	0.3851450	0.0000032	0.260
 00036	 365.5	95682	15.763	16.635	0.3403936	0.0000009	0.263
 00037	 365.7	36698	16.231	17.384	0.3193247	0.0000009	0.256
 00038	 365.7	36705	16.307	17.363	0.2512036	0.0000006	0.251
 00039	 332.5	36	15.927	17.414	0.3582794	0.0000014	0.266
 00040	 365.8	10823	14.826	15.995	0.3217353	0.0000007	0.257
 00041	 365.7	97253	15.711	16.891	0.7357290	0.0000067	0.368
 00042	 365.6	40387	15.675	18.535	0.7400093	0.0000206	0.043
 00043	 365.8	72426	15.627	16.702	0.5903892	0.0000006	0.687
 00044	 365.6	40399	15.906	16.990	0.2761720	0.0000003	0.294
 00045	 332.8	61900	16.063	17.373	0.5805662	0.0000051	0.519
 00046	 365.7	72156	15.867	17.248	0.4885780	0.0000017	0.642
 00047	 365.5	15262	15.526	16.670	0.5025954	0.0000005	0.776
 00048	 332.7	3678	15.342	16.709	0.3465228	0.0000028	0.304
 00049	 332.6	95811	16.387	17.743	0.6129358	0.0000007	0.749
 00050	 365.7	14743	16.315	17.563	0.5743649	0.0000021	0.545
 00051	 332.8	31652	15.642	16.841	0.3467930	0.0000032	0.274
 00052	 332.8	92235	16.057	17.490	0.5519160	0.0000016	0.494
 00053	 332.5	65014	16.382	17.846	0.3333353	0.0000012	0.291
 00054	 332.7	67142	16.269	17.638	0.6091963	0.0000017	0.449
 00055	 332.5	99845	15.317	16.784	0.7165209	0.0000077	0.454
 00056	 365.7	75502	15.736	16.907	0.5891647	0.0000022	0.714
 00057	 365.5	50022	16.021	17.057	0.3295820	0.0000010	0.283
 00058	 365.7	17301	16.076	17.177	0.5308096	0.0000030	0.524
 00059	 365.5	49963	15.420	16.562	0.7235112	0.0000040	0.205
 00060	 365.8	80343	15.498	16.614	0.4851361	0.0000007	0.729
 00061	 365.7	107437	15.715	16.828	0.5081733	0.0000034	0.572
 00062	 365.5	22924	15.455	16.697	0.5532790	0.0000008	0.571
 00063	 365.7	50715	15.062	16.306	0.6748341	0.0000013	0.567
 00064	 332.6	103048	15.979	17.308	0.5326495	0.0000008	0.611
 00065	 365.5	54025	15.844	16.933	0.3746140	0.0000034	0.274
 00066	 332.5	103393	15.925	17.217	0.5266804	0.0000008	0.568
 00067	 332.5	103398	15.616	16.773	0.5540180	0.0000070	0.445
 00068	 332.7	71097	15.172	16.451	0.4684617	0.0000022	0.623
 00069	 365.8	88279	15.564	16.741	0.6349119	0.0000007	0.802
 00070	 332.5	10665	15.890	17.234	0.5423221	0.0000028	0.557
 00071	 365.7	111159	16.085	17.254	0.3211021	0.0000009	0.261
 00072	 365.5	57984	16.004	17.218	0.5974501	0.0000012	0.410
 00073	 365.7	111123	15.260	16.581	0.6182283	0.0000023	0.446
 00074	 332.6	76878	16.112	17.263	0.5011208	0.0000011	0.763
 00075	 332.5	44913	16.917	18.054	0.3102207	0.0000012	0.282
 00076	 332.8	14361	16.230	17.472	0.2618674	0.0000007	0.264
 00077	 332.8	74011	16.312	17.696	0.3291501	0.0000013	0.263
 00078	 332.8	47271	16.678	-99.99	0.5704847	0.0000034	0.465
 00079	 332.6	81072	17.375	18.978	0.3335385	0.0000017	0.273
 00080	 365.1	30337	15.884	17.208	0.5909045	0.0000060	0.361
 00081	 365.2	3847	15.938	17.166	0.6035468	0.0000006	0.709
 00082	 365.4	93001	16.009	17.216	0.2987009	0.0000007	0.257
 00083	 332.6	114166	16.185	17.723	0.6130365	0.0000045	0.702
 00084	 365.4	63954	16.135	17.406	0.4386521	0.0000003	0.821
 00085	 365.1	37811	15.792	16.968	0.2983126	0.0000006	0.258
 00086	 365.4	7455	15.981	17.083	0.4545428	0.0000021	0.924
 00087	 365.4	7459	16.133	17.559	0.5064268	0.0000015	0.589
 00088	 332.8	24537	16.010	-99.99	0.5721797	0.0000007	0.738
 00089	 365.2	109290	16.609	17.931	0.5636163	0.0000061	0.220
 00090	 365.3	11524	16.234	-99.99	0.4415030	0.0000020	0.748
 00091	 365.2	109256	15.642	16.752	0.3267837	0.0000005	0.364
 00092	 332.2	103140	16.152	17.328	0.4000804	0.0000030	0.246
 00093	 365.1	72514	16.117	17.490	0.6401168	0.0000029	0.239
 00094	 365.4	41680	17.288	18.891	0.6195774	0.0000020	0.636
 00096	 365.1	11510	17.261	18.619	0.4409696	0.0000009	0.619
 00097	 365.4	100438	15.344	16.614	0.3272346	0.0000010	0.270
 00098	 332.4	4047	15.911	17.396	0.6262897	0.0000035	0.525
 00099	 332.2	107053	16.132	17.384	0.6170890	0.0000051	0.182
 00100	 365.1	106453	15.871	17.188	0.5670933	0.0000009	0.551
 00101	 332.3	38931	15.881	17.448	0.5239226	0.0000047	0.665
 00102	 332.3	74573	15.719	16.761	0.2960351	0.0000011	0.268
 00103	 365.3	78364	15.463	16.786	0.6334876	0.0000016	0.525
 00104	 365.4	107707	17.123	18.435	0.2832242	0.0000007	0.294
 00105	 365.4	48749	16.271	17.940	0.5480899	0.0000033	0.885
 00106	 365.3	112362	16.330	17.922	0.3358391	0.0000064	0.203
 00107	 365.3	82590	16.023	17.196	0.2995022	0.0000006	0.266
 00108	 365.2	116745	16.168	17.318	0.3201026	0.0000010	0.245
 00109	 365.3	51027	16.530	17.790	0.5132478	0.0000016	0.652
 00111	 332.4	8361	17.533	18.816	0.5767912	0.0000041	0.441
 00112	 365.2	120798	16.184	17.564	0.6253310	0.0000053	0.128
 00113	 365.2	56956	15.342	16.518	0.4631103	0.0000011	0.621
 00114	 332.1	74924	15.773	17.196	0.5197469	0.0000011	0.637
 00115	 332.2	45272	15.745	16.823	0.2778534	0.0000010	0.280
 00116	 365.4	114894	16.419	17.915	0.6137890	0.0000028	0.246
 00118	 332.4	85957	16.403	17.743	0.3014008	0.0000008	0.309
 00119	 365.2	61346	16.286	17.695	0.5203240	0.0000065	0.603
 00120	 365.4	26491	16.170	17.564	0.3849040	0.0000095	0.253
 00121	 365.1	88143	15.997	17.691	0.5135601	0.0000005	0.751
 00122	 365.3	0	17.323	-99.99	0.4917962	0.0000048	0.448
 00123	 365.2	0	15.533	-99.99	0.6232058	0.0000035	0.205
 00124	 332.4	50806	16.211	17.333	0.2989138	0.0000008	0.263
 00125	 332.4	55117	15.490	16.798	0.6048438	0.0000011	0.386
 00126	 332.1	114298	15.458	16.633	0.3516258	0.0000022	0.290
 00127	 332.3	56740	15.584	16.798	0.5501337	0.0000008	0.727
 00128	 332.2	89662	16.968	18.333	0.5834181	0.0000012	0.719
 00129	 332.4	94861	15.834	17.208	0.5993982	0.0000014	0.385
 00130	 332.3	129584	15.889	17.221	0.5684143	0.0000020	0.498
 00131	 332.1	22941	16.796	18.193	0.3254786	0.0000011	0.256
 00132	 332.3	26194	16.389	17.656	0.3010211	0.0000015	0.313
 00133	 332.4	95031	16.359	17.553	0.5547080	0.0000012	0.573
 00134	 332.3	26127	16.055	17.370	0.2552455	0.0000032	0.262
 00135	 332.3	133925	16.157	17.604	0.5294581	0.0000015	0.490
 00136	 332.4	132190	16.175	17.534	0.6937521	0.0000096	0.584
 00137	 332.4	29443	15.657	16.831	0.3102516	0.0000008	0.284
 00138	 332.1	26859	16.116	17.616	0.5350514	0.0000014	0.702
 00139	 364.7	32509	16.409	-99.99	0.5156936	0.0000013	0.691
 00140	 364.5	32340	16.001	17.396	0.3229138	0.0000010	0.261
 00141	 364.7	3953	16.086	17.512	0.5633743	0.0000014	0.650
 00142	 360.7	43	15.789	16.904	0.2950177	0.0000022	0.306
 00143	 360.7	19	15.098	16.455	0.7170340	0.0000036	0.380
 00144	 364.8	71970	16.009	17.243	0.2904316	0.0000007	0.266
 00145	 364.6	103938	15.150	16.667	0.5028280	0.0000011	0.727
 00146	 363.8	283	17.809	19.619	0.5626119	0.0000066	0.458
 00147	 360.5	58372	14.120	15.188	0.6016685	0.0000007	0.746
 00148	 363.5	34411	16.052	17.285	0.6171182	0.0000041	0.427
 00149	 360.8	29543	15.610	17.048	0.6547046	0.0000025	0.282
 00150	 363.7	103516	16.285	17.600	0.5739589	0.0000051	0.457
 00151	 360.7	63175	15.142	16.469	0.6421163	0.0000006	0.783
 00152	 360.5	31768	15.620	16.653	0.3214933	0.0000009	0.254
 00153	 360.8	3740	15.307	16.508	0.3502892	0.0000020	0.271
 00154	 360.5	3605	16.442	17.584	0.3006498	0.0000009	0.259
 00155	 364.7	8287	15.864	17.332	0.6524942	0.0000009	0.642
 00156	 363.7	103501	15.892	17.133	0.3790036	0.0000026	0.267
 00157	 363.7	103424	14.375	15.651	0.7515040	0.0000018	0.502
 00158	 363.7	70293	15.906	17.137	0.4840892	0.0000003	0.772
 00159	 360.6	95338	16.157	17.394	0.5620641	0.0000010	0.559
 00160	 360.7	96397	16.324	17.708	0.5159744	0.0000017	0.612
 00161	 364.6	45564	16.274	17.836	0.6218212	0.0000008	0.731
 00162	 363.6	76623	15.915	17.235	0.5463308	0.0000042	0.644
 00163	 364.5	47970	17.520	19.259	0.6146614	0.0000056	0.458
 00164	 360.5	39404	16.056	17.086	0.3097149	0.0000008	0.255
 00165	 364.7	111214	16.548	18.059	0.5348160	0.0000007	0.676
 00166	 364.8	118783	16.049	17.668	0.5943270	0.0000013	0.369
 00167	 363.7	12243	15.831	17.135	0.3616623	0.0000011	0.275
 00168	 364.5	19571	16.921	18.332	0.3100989	0.0000010	0.248
 00169	 364.8	122754	16.277	18.005	0.5690399	0.0000018	0.487
 00170	 363.5	85794	15.786	16.803	0.2761986	0.0000006	0.294
 00171	 364.7	20414	16.232	17.967	0.5175542	0.0000021	0.642
 00172	 363.6	118194	15.785	16.966	0.4774262	0.0000026	0.638
 00173	 364.6	20824	16.377	17.875	0.4271316	0.0000014	0.271
 00174	 360.5	13929	15.690	16.825	0.3320969	0.0000010	0.238
 00175	 360.5	73640	16.288	17.375	0.4766815	0.0000007	0.773
 00176	 364.7	118561	17.286	19.005	0.7150056	0.0000037	0.603
 00177	 360.6	16517	15.862	17.150	0.5471167	0.0000032	0.590
 00178	 360.6	76071	15.407	16.698	0.5741604	0.0000030	0.758
 00179	 360.8	109962	16.040	17.198	0.4740505	0.0000028	0.575
 00180	 360.7	17324	15.864	16.823	0.2563539	0.0000007	0.166
 00182	 364.7	88416	17.160	18.971	0.5443004	0.0000062	0.644
 00183	 363.7	53511	16.054	17.351	0.5121498	0.0000006	0.708
 00184	 363.8	118183	15.707	-99.99	0.5333035	0.0000028	0.777
 00185	 360.7	17349	15.991	17.013	0.3134237	0.0000013	0.262
 00186	 363.8	91614	16.039	17.274	0.3358319	0.0000011	0.255
 00187	 364.8	29505	17.044	18.724	0.5544949	0.0000019	0.297
 00188	 360.6	80115	16.276	17.500	0.6130651	0.0000035	0.235
 00189	 364.5	60397	16.042	17.466	0.7174380	0.0000013	0.659
 00190	 364.5	28234	16.240	17.692	0.5556618	0.0000017	0.657
 00191	 364.6	28694	16.699	18.076	0.2393139	0.0000006	0.279
 00192	 360.5	84734	16.906	-99.99	0.5655921	0.0000046	0.159
 00193	 364.2	105472	16.602	-99.99	0.5478716	0.0000036	0.333
 00194	 360.7	55285	15.456	16.684	0.6627149	0.0000045	0.278
 00195	 360.6	115123	15.304	16.574	0.8033984	0.0000049	0.319
 00196	 364.2	124	17.078	18.621	0.6392288	0.0000067	0.196
 00197	 363.8	62515	16.022	17.475	0.5871366	0.0000046	0.456
 00198	 360.8	57443	15.951	17.007	0.3179216	0.0000043	0.234
 00199	 363.2	0	15.526	-99.99	0.7804752	0.0000070	0.518
 00200	 360.6	23585	16.639	18.011	0.3197368	0.0000013	0.261
 00201	 363.3	38786	15.544	16.729	0.6822654	0.0000011	0.601
 00202	 364.2	69225	15.624	16.995	0.2544163	0.0000006	0.250
 00203	 363.4	40608	16.029	17.287	0.3336570	0.0000010	0.254
 00204	 360.3	66893	15.063	16.462	0.8111784	0.0000024	0.391
 00205	 363.1	73	16.075	17.480	0.4626626	0.0000041	0.612
 00206	 364.2	3771	16.421	17.904	0.5492100	0.0000009	0.630
 00207	 360.2	78	15.771	16.954	0.5142395	0.0000010	0.720
 00208	 360.1	66111	15.632	16.782	0.4642534	0.0000004	0.811
 00209	 363.2	38547	16.498	17.653	0.3240779	0.0000010	0.256
 00210	 360.3	67024	16.183	17.466	0.5706160	0.0000041	0.402
 00211	 360.3	66975	15.969	16.974	0.5089171	0.0000030	0.630
 00212	 360.4	33376	15.824	16.977	0.4736360	0.0000011	0.768
 00213	 363.1	78005	16.658	18.012	0.4450887	0.0000008	0.710
 00214	 363.1	40548	15.767	17.054	0.4241127	0.0000031	0.234
 00215	 363.2	82211	17.516	18.761	0.5012605	0.0000010	0.753
 00216	 364.3	85752	16.156	17.420	0.4620702	0.0000040	0.829
 00217	 363.2	121501	17.225	18.460	0.5285348	0.0000028	0.667
 00218	 364.2	113134	16.503	18.039	0.5845855	0.0000019	0.495
 00219	 364.4	86213	15.764	17.353	0.4864547	0.0000004	0.749
 00220	 364.4	86290	16.455	18.035	0.5724212	0.0000013	0.673
 00221	 364.1	78547	16.094	17.566	0.4573425	0.0000003	0.819
 00222	 364.2	77787	16.142	17.568	0.5211066	0.0000009	0.636
 00223	 364.2	8233	16.585	18.056	0.5751045	0.0000017	0.450
 00224	 364.2	117562	16.316	17.831	0.6021154	0.0000018	0.327
 00225	 363.3	87690	14.863	15.968	0.8122079	0.0000027	0.370
 00226	 364.1	117489	16.420	-99.99	0.4409116	0.0000073	0.660
 00227	 364.1	47580	16.224	17.552	0.4904227	0.0000050	0.733
 00228	 360.2	75111	15.433	16.667	0.5509693	0.0000010	0.597
 00229	 360.4	70373	16.402	17.547	0.2062956	0.0000005	0.207
 00230	 360.2	75113	15.886	17.082	0.4392567	0.0000046	0.711
 00231	 364.1	12261	16.218	17.665	0.3092815	0.0000010	0.252
 00232	 363.4	14650	15.533	16.586	0.3989395	0.0000004	0.865
 00233	 363.1	49637	16.243	17.506	0.4540687	0.0000009	0.634
 00234	 363.4	92610	16.254	17.571	0.5637718	0.0000027	0.327
 00235	 363.1	49688	15.658	16.950	0.6129026	0.0000009	0.740
 00236	 360.1	113822	16.416	17.558	0.5970040	0.0000009	0.776
 00237	 363.3	132493	15.653	16.816	0.3939122	0.0000029	0.256
 00238	 363.3	14125	15.690	16.808	0.3134659	0.0000008	0.233
 00239	 364.2	87379	15.431	17.032	0.6099988	0.0000020	0.265
 00240	 363.1	17661	15.579	17.000	0.7477487	0.0000023	0.289
 00241	 364.2	126185	15.879	17.492	0.5991842	0.0000012	0.432
 00242	 363.3	58236	15.944	17.237	0.5757666	0.0000011	0.440
 00243	 364.2	91911	15.826	17.346	0.3156496	0.0000010	0.255
 00244	 364.3	100515	16.715	18.250	0.5988061	0.0000048	0.315
 00245	 360.4	45667	16.279	17.526	0.3450582	0.0000095	0.152
 00246	 363.3	137918	15.217	16.289	0.3380007	0.0000039	0.316
 00247	 363.3	104616	15.834	17.000	0.4722510	0.0000004	0.794
 00248	 363.2	23787	16.385	17.457	0.3227155	0.0000007	0.300
 00249	 363.4	136621	15.993	17.213	0.3178298	0.0000009	0.251
 00250	 360.4	114800	16.208	-99.99	0.2692660	0.0000007	0.192
 00251	 363.4	25590	16.258	17.355	0.2998336	0.0000006	0.260
 00252	 360.4	18224	13.020	14.909	0.3291251	0.0000021	0.113
 00253	 363.3	144262	15.416	16.731	0.8555435	0.0000029	0.484
 00254	 360.1	19444	15.873	17.157	0.5314599	0.0000007	0.575
 00255	 363.3	68279	15.397	16.656	0.3698546	0.0000018	0.287
 00256	 363.3	68325	15.787	16.970	0.4667275	0.0000005	0.820
 00257	 360.2	57568	15.810	16.830	0.3101793	0.0000008	0.276
 00258	 360.4	54125	15.480	16.702	0.5690379	0.0000011	0.556
 00259	 364.1	65804	16.290	17.802	0.4678919	0.0000004	0.881
 00260	 360.3	92084	14.515	15.676	0.3795854	0.0000011	0.312
 00261	 360.4	118898	15.871	17.152	0.5462151	0.0000027	0.688
 00262	 363.3	110159	15.453	16.522	0.2932009	0.0000006	0.255
 00263	 364.3	72015	17.123	18.836	0.7573989	0.0000035	0.375
 00264	 363.4	112340	17.383	18.747	0.4671482	0.0000036	0.473
 00265	 363.1	68828	16.347	17.744	0.5737458	0.0000017	0.317
 00266	 364.3	0	16.511	-99.99	0.3101726	0.0000012	0.312
 00267	 360.3	27592	16.086	17.347	0.4897536	0.0000006	0.751
 00268	 360.1	63015	16.905	17.400	0.4728670	0.0000008	1.420
 00269	 363.4	74536	15.907	17.017	0.2815623	0.0000009	0.277
 00270	 363.4	112291	16.541	18.291	0.6732989	0.0000209	0.160
 00271	 360.2	96786	16.262	17.702	0.5284967	0.0000013	0.550
 00272	 360.4	26080	15.885	17.376	0.5813719	0.0000011	0.614
 00273	 358.6	0	16.130	17.476	0.2897633	0.0000010	0.267
 00274	 358.6	39064	16.296	17.836	0.5893442	0.0000034	0.224
 00275	 358.6	38687	15.810	17.771	0.6463010	0.0000010	0.668
 00276	 358.8	78367	16.335	17.766	0.5547307	0.0000017	0.583
 00277	 358.5	110008	15.915	17.359	0.5819370	0.0000006	0.827
 00278	 358.8	123536	16.010	17.611	0.4608621	0.0000019	0.686
 00279	 358.5	4494	16.220	17.634	0.4718659	0.0000029	0.438
 00280	 358.7	89848	16.170	17.743	0.6854850	0.0000048	0.227
 00281	 358.5	45304	16.624	18.112	0.4426048	0.0000020	0.661
 00282	 358.6	124900	16.601	18.072	0.3329452	0.0000012	0.248
 00283	 358.5	49691	16.442	17.926	0.4021745	0.0000003	0.848
 00284	 358.8	52638	15.269	16.848	0.4870345	0.0000006	0.792
 00285	 358.7	95112	16.694	18.182	0.5920851	0.0000023	0.628
 00286	 358.6	52964	16.223	17.520	0.3219515	0.0000008	0.283
 00288	 358.7	95133	17.003	18.271	0.3999955	0.0000018	0.257
 00289	 358.5	13241	16.591	18.048	0.4282110	0.0000026	0.606
 00290	 358.6	14335	16.673	17.977	0.3285795	0.0000013	0.258
 00291	 358.7	95173	16.865	18.175	0.2714509	0.0000006	0.299
 00292	 358.7	140170	15.032	16.670	0.6879141	0.0000031	0.222
 00293	 358.5	17860	16.549	17.934	0.4230364	0.0000029	0.423
 00294	 358.5	54570	16.793	18.149	0.3263601	0.0000011	0.273
 00295	 358.5	59175	16.577	18.068	0.2599443	0.0000008	0.254
 00296	 358.8	103140	15.797	17.358	0.6734464	0.0000014	0.335
 00297	 358.8	103200	16.346	17.799	0.3251811	0.0000013	0.260
 00298	 358.6	142916	16.233	17.774	0.6853604	0.0000032	0.443
 00299	 358.6	29169	16.285	17.746	0.6066337	0.0000013	0.475
 00300	 358.6	142944	16.368	17.693	0.2864739	0.0000008	0.241
 00301	 358.7	150497	16.432	17.556	0.2538901	0.0000005	0.279
 00302	 358.7	29330	16.314	17.646	0.4771291	0.0000032	0.742
 00303	 358.8	153201	15.568	16.928	0.7563710	0.0000020	0.460
 00304	 358.8	113725	16.089	17.627	0.3988776	0.0000072	0.253
 00305	 358.6	111598	16.033	17.495	0.5524790	0.0000053	0.635
 00306	 358.3	0	16.034	17.386	0.5130580	0.0000011	0.659
 00307	 358.2	88479	15.826	17.279	0.6166314	0.0000062	0.528
 00308	 358.2	133639	16.636	17.996	0.2693032	0.0000009	0.212
 00309	 358.3	130607	16.018	17.464	0.4922565	0.0000004	0.747
 00310	 358.1	83593	16.445	17.978	0.6160144	0.0000027	0.237
 00311	 358.4	41093	16.285	17.700	0.2786681	0.0000007	0.285
 00312	 358.2	0	14.787	16.119	0.3173710	0.0000013	0.283
 00313	 358.2	133580	15.766	17.166	0.5178306	0.0000006	0.640
 00314	 358.1	45096	16.276	17.461	0.2827927	0.0000008	0.273
 00315	 358.4	127561	16.303	17.808	0.4617292	0.0000029	0.637
 00316	 358.3	10750	14.797	15.944	0.4337300	0.0000023	0.269
 00317	 358.2	99852	15.466	16.891	0.7574571	0.0000039	0.194
 00318	 358.2	10948	16.486	17.964	0.4736170	0.0000006	0.806
 00319	 358.4	132383	15.850	17.238	0.3823213	0.0000014	0.257
 00320	 358.3	59381	16.556	18.113	0.4649825	0.0000039	0.721
 00321	 358.3	59382	16.786	18.230	0.5509397	0.0000013	0.523
 00322	 358.2	150043	15.759	17.059	0.5057382	0.0000005	0.749
 00323	 358.1	149846	16.335	17.917	0.5424123	0.0000022	0.307
 00324	 358.1	61692	15.968	17.421	0.5990844	0.0000014	0.339
 00325	 358.2	155577	15.626	16.943	0.6213679	0.0000021	0.324
 00326	 358.4	61475	15.999	17.286	0.4546587	0.0000023	0.248
 00327	 358.4	67096	17.942	19.186	0.2964470	0.0000030	0.335
 00328	 358.3	114463	15.804	17.074	0.2996900	0.0000006	0.260
 00329	 358.3	27002	15.927	17.379	0.6259211	0.0000014	0.399
 00330	 358.4	147828	16.453	-99.99	0.4959440	0.0000074	0.419
 00331	 358.3	162811	16.435	17.960	0.3172759	0.0000009	0.253
 00332	 358.1	160419	16.123	17.973	0.5976587	0.0000019	0.336
 00333	 358.3	120280	16.486	17.743	0.4498681	0.0000007	0.576
 00334	 358.2	77981	16.278	17.928	0.6145270	0.0000031	0.228
 00335	 358.3	168137	17.623	19.228	0.4619232	0.0000011	0.747
 00336	 358.1	78607	16.051	17.788	0.7117499	0.0000015	0.530
 00337	 358.1	165568	16.166	17.915	0.5603030	0.0000025	0.528
 00338	 358.3	125790	16.163	17.539	0.4799532	0.0000008	0.772
 00339	 358.3	125898	16.609	18.432	0.5605553	0.0000011	0.534
 00340	 358.1	35383	16.516	18.042	0.2814187	0.0000012	0.228
 00341	 357.8	126	17.364	-99.99	0.2457996	0.0000021	0.290
 00342	 357.7	62376	16.255	17.310	0.4907613	0.0000042	0.609
 00343	 357.6	13	14.510	15.597	0.3350740	0.0000005	0.287
 00344	 357.5	32946	15.948	17.111	0.3323595	0.0000012	0.268
 00345	 357.6	32800	15.511	17.049	0.6477063	0.0000052	0.686
 00346	 357.5	99393	15.878	17.018	0.4781417	0.0000009	0.778
 00348	 357.6	7039	16.461	17.676	0.3124288	0.0000011	0.245
 00349	 357.6	102480	16.311	17.741	0.5783009	0.0000017	0.402
 00350	 357.6	7043	16.582	18.041	0.4699807	0.0000031	0.557
 00351	 357.8	71587	15.623	17.006	0.6322580	0.0000018	0.574
 00352	 357.5	7203	15.697	17.143	0.7510344	0.0000014	0.393
 00353	 357.6	36751	15.911	17.272	0.4232053	0.0000003	0.827
 00354	 357.6	73790	16.344	17.603	0.2584108	0.0000004	0.291
 00355	 357.6	73827	16.254	17.726	0.5110200	0.0000025	0.615
 00356	 357.8	11244	16.056	17.623	0.5331138	0.0000019	0.654
 00357	 357.8	80005	15.771	17.205	0.4757710	0.0000021	0.724
 00358	 357.6	110577	15.965	17.309	0.3153083	0.0000024	0.294
 00359	 357.7	79251	15.579	17.020	0.6131082	0.0000016	0.340
 00360	 357.8	14964	16.493	18.111	0.6014334	0.0000036	0.350
 00361	 357.7	79267	16.245	17.556	0.3327161	0.0000010	0.260
 00362	 357.7	14791	16.094	17.584	0.6131401	0.0000030	0.393
 00363	 357.7	49833	16.172	17.426	0.2719286	0.0000020	0.269
 00364	 357.8	51031	16.034	17.527	0.5974701	0.0000036	0.366
 00365	 357.6	48998	15.888	17.162	0.3169496	0.0000011	0.238
 00366	 331.5	140669	16.684	18.599	0.4418622	0.0000039	0.795
 00367	 357.6	49104	16.390	17.930	0.7067071	0.0000019	0.476
 00368	 331.7	147387	16.437	17.836	0.2730314	0.0000008	0.230
 00369	 331.6	46678	16.143	17.862	0.4681768	0.0000004	0.831
 00370	 357.5	120227	16.231	17.526	0.5599325	0.0000010	0.583
 00371	 357.7	120491	17.874	19.257	0.5815452	0.0000051	0.506
 00372	 331.7	95853	16.020	17.732	0.5135138	0.0000021	0.776
 00373	 357.7	120344	15.572	17.018	0.6749138	0.0000015	0.545
 00374	 357.5	87525	16.086	17.409	0.3326347	0.0000008	0.271
 00375	 331.7	52466	17.092	18.672	0.5360251	0.0000023	0.624
 00376	 331.6	152500	16.642	18.447	0.4632056	0.0000008	0.620
 00377	 331.6	52348	16.263	17.928	0.5074147	0.0000005	0.756
 00378	 357.6	118940	16.171	17.558	0.5687990	0.0000058	0.118
 00379	 331.8	146059	16.845	18.503	0.4523389	0.0000005	0.746
 00380	 357.8	59283	16.340	17.788	0.3610451	0.0000014	0.267
 00381	 331.6	102996	16.456	18.305	0.6087802	0.0000031	0.265
 00382	 357.8	92645	16.082	17.833	0.3656511	0.0000026	0.299
 00383	 356.6	71001	16.509	18.381	0.5583849	0.0000011	0.511
 00384	 331.8	5981	16.840	18.457	0.3254020	0.0000015	0.247
 00385	 356.5	34850	17.529	19.303	0.2243608	0.0000010	0.217
 00386	 356.7	76083	15.776	17.171	0.3288465	0.0000008	0.268
 00387	 356.8	116406	16.372	17.800	0.3009857	0.0000007	0.282
 00388	 357.8	59313	16.548	18.188	0.6342405	0.0000033	0.244
 00389	 331.7	153381	16.717	18.220	0.3484294	0.0000020	0.277
 00390	 356.6	105645	16.825	18.844	0.5508504	0.0000027	0.403
 00391	 331.6	6026	16.392	17.984	0.4998494	0.0000022	0.598
 00392	 357.6	90215	15.878	17.251	0.5720470	0.0000015	0.458
 00393	 356.5	38881	17.048	18.814	0.4704143	0.0000052	0.614
 00394	 357.3	68474	16.283	17.346	0.2586499	0.0000013	0.335
