# ID	Field	StarID	I	V	P_1	dP_1	A_1
 04491	 100.1	113134	17.447	20.082	0.3224379	0.0000001	0.265
 04492	 179.2	83479	16.622	18.950	0.6960237	0.0000003	0.303
 04493	 100.4	165012	17.756	21.052	0.5957228	0.0000002	0.502
 04495	 179.4	77054	17.168	19.753	0.4906484	0.0000002	0.749
 04496	 110.8	39925	16.464	17.589	0.4069025	0.0000015	0.705
 04497	 147.4	45920	16.788	19.013	0.5776601	0.0000001	0.378
 04498	 140.4	149033	16.330	17.696	0.5775996	0.0000001	0.718
 04500	 194.1	45190	17.344	19.937	0.5825991	0.0000002	0.484
 04501	 179.4	164507	17.799	20.986	0.5456690	0.0000002	0.576
 04502	 179.1	131994	17.786	20.664	0.2891918	0.0000002	0.261
 04503	 179.4	77076	17.590	20.748	0.7092257	0.0000021	0.128
 04504	 110.8	77307	16.470	-99.99	0.6596016	0.0000060	0.144
 04505	 100.2	60459	16.972	19.768	0.5302108	0.0000001	0.527
 04506	 100.3	167676	17.587	20.219	0.2750815	0.0000000	0.306
 04507	 194.1	97706	17.669	-99.99	0.5603740	0.0000005	0.432
 04508	 100.1	113343	17.374	19.798	0.3362467	0.0000001	0.262
 04509	 140.4	99808	16.630	18.481	0.6590849	0.0000001	0.384
 04510	 100.3	55601	17.759	21.102	0.5490282	0.0000002	0.568
 04512	 147.3	200558	17.144	19.209	0.3181798	0.0000001	0.277
 04513	 179.1	132050	17.620	20.761	0.7425223	0.0000015	0.161
 04515	 194.2	311	17.533	-99.99	0.4371066	0.0000010	0.213
 04516	 147.1	162580	16.025	17.724	0.5646351	0.0000000	0.790
 04517	 147.2	50162	16.859	18.689	0.6017784	0.0000002	0.277
 04519	 341.5	82668	17.481	19.860	0.2941093	0.0000014	0.279
 04520	 118.7	136419	15.562	16.553	0.4981589	0.0000057	0.811
 04522	 147.1	216969	14.991	16.703	0.5627442	0.0000000	0.563
 04523	 132.6	169751	16.243	17.734	0.3795288	0.0000002	0.786
 04524	 100.1	113392	17.360	19.802	0.2834910	0.0000001	0.244
 04525	 100.4	612	17.654	20.824	0.5261422	0.0000002	0.551
 04526	 194.2	47664	17.046	20.838	0.5069901	0.0000004	0.226
 04528	 155.7	63930	16.671	18.810	0.2987703	0.0000001	0.302
 04529	 110.8	39943	15.728	16.795	0.6349969	0.0000009	0.668
 04530	 341.5	82680	17.526	20.071	0.5340462	0.0000029	0.617
 04531	 179.2	178738	17.624	20.211	0.2935048	0.0000002	0.230
 04533	 140.4	155018	15.879	17.445	0.4236978	0.0000002	0.231
 04534	 100.4	110608	17.906	21.061	0.2814449	0.0000002	0.251
 04536	 147.1	217095	15.709	17.350	0.3113323	0.0000001	0.211
 04537	 100.2	962	17.080	19.655	0.3061078	0.0000002	0.196
 04538	 147.4	46005	16.625	18.710	0.5547244	0.0000003	0.408
 04539	 118.7	10723	15.500	-99.99	0.6711827	0.0000036	0.610
 04541	 341.5	82707	17.589	19.980	0.6378213	0.0000022	0.651
 04543	 100.3	1306	17.823	21.042	0.5546190	0.0000005	0.605
 04545	 140.1	51930	17.005	18.934	0.3308922	0.0000002	0.262
 04546	 155.8	5343	16.821	18.869	0.5137688	0.0000002	0.694
 04548	 132.5	175439	16.866	18.455	0.4588038	0.0000005	0.394
 04549	 100.3	167878	17.685	20.578	0.2996386	0.0000001	0.241
 04550	 100.2	536	17.000	19.688	0.6374904	0.0000002	0.334
 04552	 132.6	70072	16.370	17.985	0.5133559	0.0000003	0.680
 04554	 100.4	165340	17.536	20.290	0.5033350	0.0000001	0.740
 04555	 155.6	100913	17.679	20.552	0.5769982	0.0000003	0.520
 04556	 123.6	18419	14.970	16.095	0.6378042	0.0000013	0.385
 04558	 179.4	164767	17.330	20.077	0.4620348	0.0000006	0.569
 04559	 110.5	53796	16.289	17.502	0.4859992	0.0000006	0.691
 04560	 114.5	10927	17.347	18.370	0.2921234	0.0000005	0.332
 04561	 123.6	166610	16.422	17.629	0.3105681	0.0000009	0.250
 04562	 100.4	60472	17.634	20.963	0.5364257	0.0000001	0.497
 04563	 100.1	178781	17.199	19.702	0.7266800	0.0000014	0.177
 04564	 194.3	39683	17.527	-99.99	0.3365243	0.0000003	0.165
 04565	 123.7	68816	15.919	17.005	0.5051363	0.0000019	0.714
 04566	 148.7	104279	16.959	18.851	0.5954132	0.0000001	0.532
 04567	 179.4	164808	17.248	20.230	0.6964500	0.0000010	0.231
 04568	 148.6	95911	16.807	18.933	0.4729833	0.0000003	0.576
 04569	 179.4	33860	17.248	20.093	0.6269384	0.0000005	0.268
 04570	 155.5	3946	17.399	19.813	0.4843847	0.0000001	0.732
 04571	 155.5	51748	17.276	19.727	0.6759984	0.0000004	0.416
 04572	 118.5	97476	16.701	17.758	0.3037256	0.0000006	0.251
 04573	 194.2	5066	17.547	-99.99	0.7982728	0.0000013	0.239
 04575	 179.1	92256	17.866	20.741	0.3149247	0.0000002	0.235
 04576	 110.7	48039	16.739	17.671	0.2763315	0.0000008	0.210
 04577	 179.2	83747	16.255	18.856	0.5448973	0.0000002	0.233
 04578	 179.1	57272	17.900	20.365	0.2831993	0.0000002	0.214
 04581	 100.2	126021	17.455	20.363	0.5105011	0.0000001	0.721
 04584	 100.2	181905	17.596	20.382	0.5451407	0.0000003	0.424
 04586	 194.2	136515	17.902	-99.99	0.5763330	0.0000009	0.403
 04587	 179.1	137119	17.503	20.082	0.2821453	0.0000004	0.203
 04588	 132.8	76251	15.738	16.703	0.4808079	0.0000002	0.770
 04589	 100.1	178897	17.227	19.774	0.5255501	0.0000002	0.521
 04591	 148.6	147659	16.610	18.775	0.6161576	0.0000002	0.411
 04592	 100.1	178911	16.857	19.600	0.6004277	0.0000004	0.253
 04595	 148.5	92907	16.798	18.570	0.3198896	0.0000002	0.261
 04596	 194.2	5197	17.856	-99.99	0.3167608	0.0000003	0.233
 04598	 100.4	5750	17.713	20.968	0.3467132	0.0000002	0.171
 04599	 100.2	67637	17.471	20.206	0.2893915	0.0000001	0.274
 04600	 100.2	126075	17.470	20.320	0.3077256	0.0000001	0.286
 04601	 179.1	61066	17.271	19.571	0.4834154	0.0000006	0.453
 04602	 194.2	5233	17.689	20.968	0.2716737	0.0000002	0.318
 04603	 148.7	156369	16.884	18.664	0.2699351	0.0000001	0.273
 04604	 123.8	117916	15.960	16.863	0.3328303	0.0000008	0.240
 04605	 140.1	124432	17.632	19.935	0.4899001	0.0000002	0.524
 04606	 114.6	125519	16.452	17.497	0.4477381	0.0000007	0.568
 04607	 100.4	60676	17.312	20.109	0.5190327	0.0000000	0.768
 04608	 179.1	27092	17.473	19.933	0.4755901	0.0000001	0.580
 04609	 155.6	55234	16.128	18.333	0.6124081	0.0000002	0.474
 04610	 148.8	47188	16.929	18.473	0.2472580	0.0000001	0.224
 04611	 114.7	9541	15.089	16.266	0.5599919	0.0000009	0.708
 04612	 110.5	98894	16.942	18.207	0.4260898	0.0000028	0.189
 04613	 179.2	138385	16.919	19.111	0.5223904	0.0000003	0.533
 04614	 118.7	16226	15.561	16.809	0.6298645	0.0000030	0.241
 04616	 148.5	98442	16.809	18.907	0.6092559	0.0000001	0.388
 04618	 100.2	7795	17.006	19.473	0.4653836	0.0000000	0.766
 04619	 318.3	36889	16.195	17.127	0.4572385	0.0000015	0.788
 04620	 100.4	170056	16.534	19.561	0.5473300	0.0000001	0.228
 04624	 100.3	173180	17.496	20.688	0.6540108	0.0000002	0.502
 04625	 114.6	92127	15.497	16.620	0.5860724	0.0000006	0.386
 04627	 140.3	54406	16.826	18.691	0.5789338	0.0000003	0.431
 04628	 194.1	104195	17.202	20.263	0.5850088	0.0000004	0.330
 04629	 114.5	134473	15.580	16.667	0.5205296	0.0000003	0.610
 04630	 123.5	71338	15.945	17.078	0.5408070	0.0000010	0.613
 04632	 100.4	115738	17.205	20.279	0.7053750	0.0000004	0.362
 04633	 194.2	5367	17.841	21.150	0.3272866	0.0000003	0.265
 04634	 132.7	74538	15.735	17.221	0.4608299	0.0000001	0.844
 04635	 341.5	13398	16.744	18.803	0.4844912	0.0000038	0.797
 04637	 100.1	7208	16.805	19.259	0.5981326	0.0000002	0.592
 04639	 110.5	98733	15.201	16.257	0.3328947	0.0000008	0.261
 04640	 100.4	60821	17.836	21.473	0.5854509	0.0000003	0.362
 04641	 179.1	27207	17.574	20.135	0.2869861	0.0000001	0.285
 04643	 194.1	51682	17.681	20.984	0.2914590	0.0000003	0.251
 04644	 100.2	126245	17.428	20.020	0.3098421	0.0000002	0.256
 04646	 100.3	61605	17.302	20.038	0.3539149	0.0000003	0.245
 04647	 148.6	101749	16.749	18.570	0.3192773	0.0000001	0.239
 04648	 194.2	5431	17.604	-99.99	0.2747408	0.0000003	0.206
 04649	 100.3	61615	17.277	20.091	0.6661386	0.0000002	0.436
 04650	 100.1	7661	17.123	19.704	0.5677457	0.0000001	0.749
 04651	 155.8	60482	16.201	18.019	0.2626840	0.0000001	0.243
 04652	 155.5	8939	16.919	19.415	0.7225390	0.0000013	0.355
 04653	 180.6	52076	17.604	20.355	0.3021294	0.0000001	0.242
 04654	 180.6	52088	17.540	20.505	0.4539761	0.0000001	0.652
 04655	 100.4	115869	17.326	20.129	0.5210731	0.0000001	0.811
 04656	 194.1	51778	17.102	19.376	0.4378474	0.0000001	0.609
 04657	 132.8	200940	16.032	17.182	0.5382234	0.0000003	0.598
 04659	 123.5	124987	15.703	17.014	0.5183622	0.0000004	0.677
 04660	 123.5	19081	16.147	17.244	0.3163231	0.0000008	0.257
 04661	 155.8	10942	16.938	18.728	0.2794697	0.0000001	0.283
 04662	 132.6	76915	16.737	18.388	0.4741890	0.0000005	0.491
 04663	 155.7	13726	17.549	19.688	0.2612502	0.0000002	0.200
 04664	 180.8	153902	17.497	20.091	0.4640493	0.0000004	0.766
 04665	 318.3	72059	16.352	17.744	0.5907945	0.0000044	0.651
 04666	 155.8	60720	16.536	18.640	0.5885922	0.0000002	0.447
 04668	 155.7	70967	17.681	19.893	0.2951699	0.0000003	0.269
 04669	 100.2	187280	17.077	20.516	0.5029861	0.0000000	0.799
 04670	 179.1	27287	17.211	19.810	0.6151047	0.0000005	0.206
 04671	 194.2	5544	17.247	20.270	0.5375828	0.0000001	0.833
 04672	 171.8	37602	17.956	-99.99	0.2787350	0.0000005	0.308
 04673	 171.6	44663	17.168	19.627	0.2962425	0.0000003	0.256
 04674	 100.3	12136	17.754	20.568	0.2791974	0.0000001	0.274
 04675	 155.6	55749	17.473	20.038	0.5313038	0.0000006	0.363
 04676	 180.7	173338	17.028	19.099	0.3192848	0.0000002	0.257
 04677	 100.3	178538	17.637	20.748	0.5315055	0.0000001	0.634
 04678	 180.5	147157	17.206	19.834	0.3252540	0.0000002	0.245
 04679	 155.8	116475	17.299	19.489	0.5423839	0.0000002	0.590
 04680	 100.2	187653	17.686	20.593	0.5000741	0.0000001	0.583
 04682	 132.5	129480	16.027	17.603	0.6602370	0.0000005	0.586
 04684	 100.3	67621	17.320	20.306	0.6005184	0.0000002	0.432
 04687	 100.1	14101	17.174	19.794	0.6385958	0.0000003	0.202
 04688	 148.5	48691	16.869	18.900	0.3249690	0.0000001	0.258
 04689	 194.1	58021	17.400	20.174	0.5496240	0.0000002	0.553
 04691	 171.8	37642	17.938	20.860	0.4896704	0.0000002	0.788
 04692	 100.1	69181	17.024	19.405	0.4508577	0.0000000	0.817
 04693	 100.3	67645	17.390	19.943	0.4527230	0.0000000	0.747
 04694	 132.5	182187	15.996	17.617	0.7492300	0.0000010	0.333
 04695	 180.5	147206	17.194	19.717	0.3102047	0.0000003	0.235
 04696	 100.2	187692	17.356	20.066	0.5006662	0.0000001	0.617
 04697	 100.1	13740	16.625	19.169	0.7186263	0.0000001	0.488
 04698	 180.5	44802	17.530	20.980	0.4368357	0.0000006	0.231
 04699	 100.2	74808	17.005	19.682	0.5321563	0.0000001	0.718
 04701	 163.8	347	17.436	19.837	0.4868381	0.0000003	0.596
 04702	 114.6	14909	15.934	17.147	0.6372823	0.0000006	0.503
 04703	 171.8	285	17.990	20.970	0.2944155	0.0000003	0.265
 04704	 100.4	122021	17.177	19.989	0.3646567	0.0000002	0.259
 04705	 118.6	110454	15.353	16.405	0.5682200	0.0000007	0.441
 04706	 180.7	51632	17.280	19.788	0.6427498	0.0000004	0.491
 04707	 132.5	129685	16.780	-99.99	0.5718016	0.0000006	0.582
 04709	 180.8	299	16.536	18.728	0.5914878	0.0000010	0.118
 04710	 100.3	67708	17.573	20.103	0.2557555	0.0000001	0.295
 04711	 148.8	53737	16.587	18.200	0.2651502	0.0000000	0.287
 04713	 180.8	98732	17.903	20.544	0.3098606	0.0000003	0.265
 04714	 140.3	15862	16.674	18.445	0.2891499	0.0000000	0.246
 04715	 118.5	21371	15.299	16.346	0.7267041	0.0000009	0.354
 04716	 341.8	142609	16.537	18.731	0.7447336	0.0000045	0.534
 04719	 180.7	51655	17.554	20.290	0.5448100	0.0000004	0.287
 04720	 100.4	66970	17.911	20.849	0.5524270	0.0000005	0.376
 04721	 100.4	176236	17.226	20.057	0.6671038	0.0000001	0.598
 04722	 100.1	127309	17.013	19.387	0.4412388	0.0000000	0.864
 04723	 118.8	63500	15.255	16.494	0.5919705	0.0000006	0.437
 04724	 140.3	59751	16.961	18.863	0.4974701	0.0000001	0.631
 04725	 171.6	45005	17.509	19.971	0.5539280	0.0000004	0.708
 04726	 123.8	124361	15.817	17.073	0.5316556	0.0000006	0.752
 04729	 171.5	107680	16.987	19.562	0.6450147	0.0000002	0.685
 04730	 100.4	121874	17.519	19.819	0.4871586	0.0000001	0.600
 04731	 171.5	159224	17.364	19.992	0.5130802	0.0000003	0.754
 04732	 148.5	148788	16.922	18.930	0.4909364	0.0000001	0.745
 04733	 140.3	59756	16.506	18.216	0.3973545	0.0000000	0.792
 04734	 100.4	11352	17.258	20.310	0.6502536	0.0000001	0.458
 04735	 100.2	74929	17.033	19.561	0.3282465	0.0000001	0.225
 04737	 180.6	52282	17.880	21.028	0.5510637	0.0000002	0.704
 04738	 100.3	178703	17.450	-99.99	0.5648475	0.0000006	0.485
 04739	 100.1	14257	17.222	19.530	0.2539475	0.0000000	0.219
 04740	 148.8	53785	16.837	18.593	0.3965775	0.0000002	0.467
 04741	 180.5	44526	16.936	19.972	0.5209610	0.0000001	0.567
 04742	 100.1	14268	17.183	19.504	0.3460385	0.0000001	0.264
 04743	 140.1	57272	16.500	18.148	0.5800709	0.0000003	0.256
 04744	 180.7	118448	17.421	19.878	0.5103522	0.0000002	0.775
 04745	 100.2	187828	17.374	20.148	0.5734727	0.0000002	0.580
 04746	 180.5	5625	17.699	-99.99	0.2844995	0.0000011	0.259
 04747	 163.7	96963	17.290	19.541	0.4272212	0.0000002	0.682
 04748	 100.1	69338	16.571	19.648	0.4613043	0.0000001	0.153
 04750	 100.1	69753	16.809	18.831	0.8252100	0.0000005	0.339
 04751	 140.2	41221	16.105	18.024	0.5161479	0.0000000	0.661
 04752	 100.3	67828	17.823	20.845	0.4074921	0.0000002	0.561
 04753	 171.6	45092	17.636	20.606	0.5741849	0.0000004	0.443
 04754	 100.3	67831	17.312	19.890	0.2863119	0.0000001	0.255
 04755	 118.8	63513	15.681	16.876	0.6143398	0.0000004	0.784
 04757	 180.7	57872	17.743	20.541	0.4652497	0.0000002	0.680
 04759	 171.7	35221	17.715	20.320	0.3273188	0.0000003	0.272
 04760	 123.5	25481	15.456	16.687	0.5343967	0.0000003	0.619
 04761	 100.4	122210	17.695	20.936	0.5719562	0.0000001	0.571
 04763	 123.7	126967	15.569	16.482	0.6098938	0.0000007	0.713
 04765	 118.8	63618	15.964	17.159	0.7315421	0.0000022	0.508
 04766	 148.5	54419	16.219	18.165	0.5509585	0.0000003	0.767
 04767	 100.1	185057	16.751	19.268	0.5532320	0.0000000	0.781
 04769	 163.5	36343	17.761	20.811	0.3742241	0.0000004	0.214
 04771	 341.8	19886	17.532	19.787	0.4460451	0.0000006	0.899
 04772	 123.7	126895	14.983	16.141	0.8205481	0.0000014	0.353
 04773	 155.6	61670	17.496	20.150	0.5307354	0.0000002	0.595
 04774	 180.8	159171	17.008	19.475	0.5608953	0.0000002	0.501
 04775	 171.5	107815	17.578	20.194	0.2831062	0.0000001	0.307
 04776	 100.3	67932	17.554	20.549	0.5908788	0.0000002	0.448
 04777	 180.6	137594	17.571	20.409	0.3145859	0.0000002	0.206
 04778	 180.5	5375	17.741	20.637	0.4457243	0.0000001	0.819
 04779	 155.6	111301	16.866	19.120	0.7462418	0.0000005	0.359
 04780	 155.8	179103	17.154	19.440	0.5093338	0.0000001	0.690
 04781	 100.3	178815	17.192	19.924	0.3326629	0.0000001	0.236
 04782	 171.6	45168	17.739	20.636	0.5109360	0.0000006	0.413
 04783	 180.6	57842	17.125	19.766	0.6212594	0.0000006	0.254
 04784	 114.7	125435	15.606	-99.99	0.2899816	0.0000008	0.325
 04785	 194.3	43557	17.714	20.849	0.5248171	0.0000002	0.671
 04786	 132.8	201223	16.501	17.742	0.6036538	0.0000007	0.313
 04787	 194.2	56827	17.198	21.030	0.5323039	0.0000004	0.192
 04788	 140.4	69072	16.833	18.923	0.8374171	0.0000003	0.269
 04790	 132.6	76894	15.823	17.398	0.4331372	0.0000003	0.368
 04792	 118.6	22434	15.889	16.861	0.3497456	0.0000766	0.267
 04794	 100.2	133439	16.951	19.396	0.5923791	0.0000001	0.390
 04795	 180.7	57993	17.496	19.933	0.4417893	0.0000001	0.748
 04796	 180.7	179889	17.456	19.850	0.6612486	0.0000004	0.414
 04798	 118.7	62934	15.605	16.777	0.5733002	0.0000002	0.760
 04799	 194.2	10769	17.462	20.186	0.5075232	0.0000003	0.358
 04800	 194.1	58496	16.972	19.833	0.3586490	0.0000004	0.170
 04802	 123.6	123016	15.938	16.917	0.2742410	0.0000005	0.294
 04805	 155.6	14037	17.072	19.395	0.6021632	0.0000004	0.272
 04806	 180.5	153442	17.359	20.094	0.3221194	0.0000003	0.222
 04807	 140.4	118078	16.223	17.771	0.5056579	0.0000000	0.733
 04808	 148.7	168787	16.735	18.514	0.3264904	0.0000001	0.233
 04809	 114.8	88233	15.802	16.970	0.7176842	0.0000028	0.322
 04810	 118.5	108289	15.940	16.720	0.2907793	0.0000004	0.268
 04811	 318.2	42550	16.415	17.366	0.2857380	0.0000006	0.295
 04812	 132.5	30997	16.936	18.764	0.7614742	0.0000015	0.501
 04813	 148.7	62242	16.548	18.048	0.3190561	0.0000001	0.224
 04814	 155.5	63700	17.514	19.615	0.4485944	0.0000001	0.635
 04815	 194.1	117672	17.175	19.900	0.3290693	0.0000002	0.252
 04816	 155.7	77577	16.837	18.795	0.5028890	0.0000001	0.756
 04817	 341.7	144036	17.172	19.685	0.6161826	0.0000078	0.229
 04818	 140.3	21346	16.407	18.301	0.6177957	0.0000010	0.184
 04820	 155.5	113617	16.765	18.792	0.3579027	0.0000002	0.244
 04822	 163.7	101974	17.374	19.758	0.3289026	0.0000002	0.261
 04823	 163.7	5265	17.332	19.616	0.4251727	0.0000001	0.811
 04824	 100.3	130223	16.779	19.435	0.4905740	0.0000000	0.607
 04825	 180.6	6449	17.514	20.105	0.4635541	0.0000011	0.801
 04828	 341.7	24392	16.670	18.698	0.4543844	0.0000005	0.801
 04829	 194.3	11053	17.909	-99.99	0.2831461	0.0000002	0.216
 04830	 123.6	129466	16.036	16.818	0.4280350	0.0000030	0.219
 04831	 114.5	138931	15.604	16.632	0.3280276	0.0000003	0.287
 04832	 148.6	159890	16.423	18.329	0.5901290	0.0000001	0.387
 04834	 100.3	19542	17.556	20.275	0.4683485	0.0000000	0.697
 04835	 100.2	140058	16.861	19.376	0.7078138	0.0000002	0.391
 04836	 180.8	159355	16.730	19.174	0.3130712	0.0000002	0.229
 04837	 148.6	159893	16.693	18.701	0.5911772	0.0000002	0.368
 04838	 140.4	118134	16.333	18.032	0.5610394	0.0000001	0.505
 04840	 140.2	84017	16.942	18.805	0.5211265	0.0000001	0.640
 04842	 140.3	21384	16.676	18.618	0.4444303	0.0000005	0.661
 04843	 100.3	19568	17.036	19.749	0.5273423	0.0000001	0.547
 04844	 123.6	129477	15.447	16.418	0.4166710	0.0000007	0.248
 04845	 100.1	191669	17.251	19.857	0.4251711	0.0000001	0.650
 04846	 194.3	48388	17.562	20.844	0.6387279	0.0000003	0.600
 04847	 155.8	185872	16.770	18.676	0.3159128	0.0000002	0.262
 04849	 180.8	5139	16.976	19.079	0.5166018	0.0000006	0.537
 04850	 132.5	136883	16.349	17.776	0.3137357	0.0000004	0.183
 04851	 100.4	128644	16.920	20.269	0.4438540	0.0000001	0.242
 04852	 171.6	50176	17.242	19.634	0.5031542	0.0000002	0.775
 04853	 180.8	159106	15.987	18.855	0.6985314	0.0000010	0.253
 04854	 123.6	30465	15.318	16.601	0.7653940	0.0000018	0.362
 04856	 132.6	83467	15.899	17.677	0.6581949	0.0000006	0.553
 04857	 180.8	159767	17.386	19.697	0.5165391	0.0000001	0.766
 04859	 171.8	41551	17.824	20.995	0.5219480	0.0000020	0.302
 04860	 194.3	132119	17.978	-99.99	0.5897266	0.0000004	0.524
 04861	 180.8	57755	17.164	19.466	0.3968283	0.0000004	0.238
 04862	 118.5	113703	17.246	18.354	0.5914866	0.0000008	0.667
 04863	 171.6	154451	16.780	19.097	0.6073118	0.0000002	0.644
 04864	 140.4	117979	16.030	17.508	0.2725665	0.0000001	0.105
 04865	 132.5	136754	16.002	17.659	0.5026627	0.0000010	0.745
 04866	 148.6	114576	16.395	18.283	0.6520048	0.0000001	0.476
 04867	 318.1	68765	15.964	17.379	0.4812064	0.0000020	0.712
 04868	 100.1	21030	17.607	20.534	0.2647336	0.0000000	0.280
 04869	 100.3	74726	17.353	20.216	0.5830386	0.0000001	0.514
 04870	 163.6	77742	17.874	20.802	0.5261948	0.0000002	0.640
 04871	 100.2	193701	16.959	19.675	0.5915660	0.0000001	0.388
 04872	 180.6	142679	17.417	20.753	0.5421739	0.0000002	0.548
 04873	 100.1	76700	16.599	18.920	0.5936189	0.0000000	0.793
 04874	 148.8	120723	16.316	17.837	0.2855016	0.0000000	0.253
 04875	 171.6	154478	17.048	19.155	0.4636985	0.0000001	0.791
 04876	 163.8	146481	17.375	19.903	0.5511585	0.0000002	0.628
 04877	 148.7	69249	16.332	17.994	0.4499760	0.0000000	0.793
 04878	 132.7	33412	15.719	17.078	0.5941360	0.0000002	0.764
 04879	 100.4	73087	17.464	20.318	0.3165997	0.0000001	0.282
 04880	 194.1	16957	17.319	20.290	0.6956548	0.0000004	0.386
 04881	 194.2	102086	17.778	21.525	0.6190013	0.0000004	0.530
 04882	 341.6	61327	17.533	19.908	0.2609209	0.0000010	0.252
 04883	 180.5	159622	17.112	19.311	0.5366061	0.0000005	0.545
 04884	 100.4	129172	17.407	20.510	0.6218028	0.0000002	0.314
 04885	 140.2	13308	17.177	19.672	0.6198881	0.0000006	0.226
 04886	 100.4	181948	16.736	20.057	0.5955314	0.0000002	0.251
 04887	 180.5	159646	17.291	20.166	0.4875360	0.0000003	0.537
 04888	 171.6	3078	17.276	19.815	0.6161150	0.0000016	0.244
 04889	 100.4	73135	17.724	21.024	0.5108333	0.0000001	0.540
 04891	 140.2	128087	16.540	18.487	0.4805413	0.0000001	0.750
 04892	 100.3	130930	17.305	20.245	0.5623665	0.0000003	0.371
 04893	 118.8	68691	16.746	17.788	0.3949227	0.0000003	0.696
 04894	 140.3	71508	17.298	19.296	0.4625603	0.0000002	0.185
 04895	 194.3	131298	16.956	-99.99	0.5328892	0.0000003	0.211
 04896	 341.6	141798	16.757	19.249	0.6206561	0.0000079	0.323
 04897	 180.5	55116	17.932	20.424	0.4418980	0.0000004	0.281
 04898	 100.3	19751	17.204	20.129	0.5858503	0.0000002	0.437
 04899	 180.8	165270	17.009	19.540	0.3310130	0.0000003	0.298
 04900	 118.8	150742	15.393	16.368	0.5429997	0.0000010	0.787
 04901	 140.3	26916	16.831	18.788	0.4562553	0.0000000	0.801
 04902	 100.4	73181	17.477	20.340	0.3221886	0.0000001	0.243
 04903	 171.5	58820	15.654	17.720	0.2935424	0.0000002	0.288
 04904	 114.8	57451	15.119	16.095	0.3097982	0.0000003	0.287
 04905	 100.2	22803	17.370	20.245	0.3418315	0.0000001	0.295
 04906	 155.5	21429	16.998	19.155	0.5784442	0.0000005	0.298
 04908	 341.8	29958	17.288	19.582	0.3709030	0.0000024	0.842
 04909	 194.1	17183	17.665	19.960	0.3161067	0.0000001	0.256
 04910	 100.3	19342	17.038	19.789	0.5807748	0.0000001	0.662
 04911	 140.4	174283	16.801	18.272	0.2693899	0.0000001	0.222
 04912	 341.7	70781	16.497	18.366	0.3416062	0.0000017	0.276
 04914	 132.6	83675	17.078	18.640	0.5778646	0.0000007	0.602
 04915	 155.7	187797	17.124	19.501	0.5896467	0.0000002	0.481
 04916	 155.5	169559	17.140	19.297	0.5034253	0.0000005	0.533
 04917	 148.8	66521	16.643	18.476	0.6409193	0.0000004	0.132
 04918	 180.8	165787	17.377	19.554	0.2191138	0.0000001	0.203
 04920	 194.1	169938	17.266	19.958	0.5011737	0.0000005	0.583
 04921	 100.3	81588	17.659	20.628	0.5339595	0.0000004	0.439
 04923	 194.1	17138	17.238	19.843	0.4424093	0.0000001	0.822
 04924	 100.2	141605	17.239	19.870	0.3142337	0.0000001	0.257
 04925	 180.6	142804	17.660	19.990	0.5079698	0.0000001	0.848
 04926	 100.4	79183	16.954	19.510	0.3823757	0.0000003	0.229
 04927	 341.6	141983	17.036	19.274	0.5738182	0.0000037	0.384
 04929	 194.2	102285	17.352	20.412	0.5435852	0.0000002	0.531
 04930	 140.3	117560	16.616	18.758	0.5564821	0.0000001	0.558
 04931	 163.6	121245	17.394	20.573	0.6139479	0.0000005	0.661
 04932	 132.7	96313	16.054	17.277	0.3106682	0.0000003	0.246
 04933	 180.5	9866	16.893	19.644	0.4574959	0.0000001	0.469
 04934	 100.3	26645	17.174	19.906	0.4918676	0.0000000	0.607
 04935	 194.1	22297	17.544	20.503	0.5490043	0.0000006	0.182
 04936	 155.6	67813	16.928	18.884	0.3234956	0.0000001	0.262
 04937	 114.5	66021	15.719	16.436	0.2089000	0.0000002	0.227
 04938	 118.8	26578	15.412	16.562	0.6712245	0.0000016	0.139
 04939	 341.5	27220	17.417	-99.99	0.5415609	0.0000100	0.570
 04940	 100.4	79683	17.158	19.635	0.4663539	0.0000000	0.748
 04941	 194.2	106677	16.990	19.976	0.5309958	0.0000002	0.372
 04942	 100.4	135478	17.148	19.838	0.3185514	0.0000001	0.216
 04944	 123.6	184858	15.944	17.119	0.6176230	0.0000024	0.389
 04946	 155.7	26861	16.866	18.737	0.5156099	0.0000001	0.713
 04947	 194.4	49776	17.504	-99.99	0.6243656	0.0000006	0.252
 04948	 171.5	12746	17.061	19.348	0.5448946	0.0000002	0.589
 04949	 140.2	89375	17.247	19.375	0.4840230	0.0000013	0.376
 04950	 123.7	88248	15.603	16.533	0.4474834	0.0000035	0.649
 04951	 194.1	71689	16.998	19.644	0.3947951	0.0000004	0.226
 04952	 118.6	71874	15.824	16.943	0.4662409	0.0000002	0.818
 04953	 148.5	60579	17.123	19.120	0.4785080	0.0000000	0.808
 04956	 100.4	24781	17.190	19.832	0.5236068	0.0000002	0.884
 04957	 100.2	200663	16.964	19.692	0.4568378	0.0000001	0.786
 04958	 100.1	84460	17.877	20.610	0.5277027	0.0000003	0.473
 04960	 180.6	63025	17.354	19.991	0.4854612	0.0000002	0.632
 04961	 194.3	136070	17.510	20.566	0.5801985	0.0000004	0.573
 04962	 123.7	88259	15.503	16.595	0.5854556	0.0000009	0.402
 04963	 100.2	200325	16.606	20.137	0.5669130	0.0000004	0.114
 04964	 194.1	124481	17.260	20.167	0.6457025	0.0000002	0.623
